Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-08-31,Baseline,57,OBS-17,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,13:50,13:52,—,0,,Aftercare of a PO from last week,,unassigned,Unresolved / ?,Prior-week PO aftercare lacks a specified action or transaction position; no narrower status-follow-up or post-receipt discrepancy activity is established.,"Prior-week PO aftercare is explicitly EXC, but the specific action and whether it concerns open-order monitoring or post-receipt follow-up are not stated. Exclude without imposing a stage.",,Arno,live_family,,,,2 / n/a,57: OBS-17; 13:50 to 13:52,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-17 | EXC | 13:50 | 13:52 | — | 0 |  | Aftercare of a PO from last week |,"{""Case"": ""OBS-17"", ""Activity"": ""EXC"", ""Start"": ""13:50"", ""End"": ""13:52"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Aftercare of a PO from last week""}"
2026-08-31,Baseline,58,OBS-01,CLAR,Establish or clarify purchasing requirements,C,Specification,C,INCLUDE,VALID,3,3,Exact recorded interval,13:52,13:55,—,0,,Call back to colleague. Primer-C case; two small portions of Primer-C.,,4,Mapped / C,The colleague call clarifies the Primer-C requirement as two small portions; subsequent order preparation is recorded separately.,The colleague call resolves the Primer-C requirement as two small portions. This is requirement clarification; the following PO action is a separate ordering episode.,,Arno,live_family,,,,3 / 3,58: OBS-01; 13:52 to 13:55,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01 | CLAR | 13:52 | 13:55 | — | 0 |  | Call back to colleague. Primer-C case; two small portions of Primer-C. |,"{""Case"": ""OBS-01"", ""Activity"": ""CLAR"", ""Start"": ""13:52"", ""End"": ""13:55"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Call back to colleague. Primer-C case; two small portions of Primer-C.""}"
2026-08-31,Baseline,59,OBS-01,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:55,13:56,—,0,,"Timing retained as originally recorded. OBS-16 CLAR starts at 13:56, so there is no remaining overlap.",,17,Mapped / C,The PO action following Primer-C clarification is documented as order preparation.,Earlier enrichment identifies the PO action following Primer-C clarification. Preserve the original one-minute interval; it does not overlap the next recorded call.,,Arno,live_family,,,,1 / 1,59: OBS-01; 13:55 to 13:56,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01 | PO | 13:55 | 13:56 | — | 0 |  | Timing retained as originally recorded. OBS-16 CLAR starts at 13:56, so there is no remaining overlap. |","{""Case"": ""OBS-01"", ""Activity"": ""PO"", ""Start"": ""13:55"", ""End"": ""13:56"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Timing retained as originally recorded. OBS-16 CLAR starts at 13:56, so there is no remaining overlap.""}"
2026-08-31,Baseline,60,OBS-16,REQ-call,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_AFTERCARE,VALID,,,Untimed,—,—,—,0,,,,unassigned,U / C,"Phone intake concerns older unpaid orders blocking the current order, supporting probable order-fulfilment follow-up. It remains excluded aftercare and untimed.","This phone intake belongs to the immediately following supplier enquiry about unpaid old POs blocking the order. It is aftercare intake, not a new purchasing need. Monitoring context is probable; no duration is recorded.",,Arno,live_family,,,,n/a / n/a,60: OBS-16; untimed,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | REQ-call | — | — | — | 0 |  |  |,"{""Case"": ""OBS-16"", ""Activity"": ""REQ-call"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": """"}"
2026-08-31,Baseline,61,OBS-16,CLAR,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_AFTERCARE,VALID,,6,Exact recorded interval,13:56,14:02,—,0,,Supplier call. There are old POs for which Finance has not paid. The supplier informed Arno that they therefore could not proceed with the OBS-16 order.,,unassigned,U / C,Supplier communication concerns a payment block preventing order fulfilment. Monitoring-related follow-up is provisional and remains excluded aftercare; it is not a Finance-returned investigation.,Supplier communication about unpaid older POs preventing order fulfilment is documented aftercare. This is not a Finance-returned investigation under Task 30. Exclude the six minutes without excluding earlier ordinary PO work in this case.,,Arno,live_family,,,,6 / n/a,61: OBS-16; 13:56 to 14:02,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | CLAR | 13:56 | 14:02 | — | 0 |  | Supplier call. There are old POs for which Finance has not paid. The supplier informed Arno that they therefore could not proceed with the OBS-16 order. |,"{""Case"": ""OBS-16"", ""Activity"": ""CLAR"", ""Start"": ""13:56"", ""End"": ""14:02"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Supplier call. There are old POs for which Finance has not paid. The supplier informed Arno that they therefore could not proceed with the OBS-16 order.""}"
2026-08-31,Baseline,62,OBS-16,OTHER,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_AFTERCARE,VALID,,2,Exact recorded interval,14:02,14:04,—,0,,Inform Finance,,unassigned,U / C,"The Finance hand-off continues the supplier-payment block affecting fulfilment, so order-progress follow-up is provisional. This does not establish a discrepancy investigation under Task 30.","Informing Finance is part of the documented supplier-payment block and related aftercare, not Task 30's Finance-return trigger. Monitoring context is probable; exclude the two minutes independently of the original order preparation.",,Arno,live_family,,,,2 / n/a,62: OBS-16; 14:02 to 14:04,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | OTHER | 14:02 | 14:04 | — | 0 |  | Inform Finance |,"{""Case"": ""OBS-16"", ""Activity"": ""OTHER"", ""Start"": ""14:02"", ""End"": ""14:04"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Inform Finance""}"
2026-08-31,Baseline,63,OBS-07,CLAR,Maintain purchasing master data,P,Unresolved stage,?,INCLUDE,VALID,1,1,Exact recorded interval,14:04,14:05,—,0,,Clarification needed for item 3; waiting for response.,,4,Mapped / P,Clarification for the third article probably continues the article-master completion work. Keep the missing fields and six-stage purpose unresolved.,"Earlier enrichment identifies clarification for a third article, but the missing information and whether this defines a requirement or completes article-master data are unspecified. Keep the one eligible minute and provisional Task 4.",,Arno,live_family,,,,1 / 1,63: OBS-07; 14:04 to 14:05,docs/measurement/Measure_Observation_2026-08-31.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-08-31.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-07 | CLAR | 14:04 | 14:05 | — | 0 |  | Clarification needed for item 3; waiting for response. |,"{""Case"": ""OBS-07"", ""Activity"": ""CLAR"", ""Start"": ""14:04"", ""End"": ""14:05"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": """", ""Note"": ""Clarification needed for item 3; waiting for response.""}"
2026-09-01,Baseline,1,OBS-01,EXC,Resolve post-receipt or invoice discrepancies,P,Follow-up and evaluation,P,EXCLUDE_EXC,VALID,,12,Exact recorded interval,10:31,10:43,—,0,—,"Prior-week PO aftercare. Delivered components were incorrect; drawing check and supplier communication required. Buyer briefly walked to ask a same-case question at 10:41 and returned at 10:42; this remains same-case active EXC work, not an interruption.",,unassigned,U / C,"Wrong delivered components and subsequent supplier communication establish post-receipt corrective aftercare, provisionally classified as follow-up. No corresponding precise registered task is evidenced. The same-case walk remains within the original EXC interval; no interruption or extra duration is invented.","Wrong delivered components and subsequent supplier communication establish post-receipt corrective aftercare, provisionally classified as follow-up. No corresponding precise registered task is evidenced. The same-case walk remains within the original EXC interval; no interruption or extra duration is invented.",,Arno,live_family,,,,12 / n/a,1: OBS-01; 10:31 to 10:43,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01 | EXC | 10:31 | 10:43 | — | 0 | — | Prior-week PO aftercare. Delivered components were incorrect; drawing check and supplier communication required. Buyer briefly walked to ask a same-case question at 10:41 and returned at 10:42; this remains same-case active EXC work, not an interruption. |","{""Case"": ""OBS-01"", ""Activity"": ""EXC"", ""Start"": ""10:31"", ""End"": ""10:43"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Prior-week PO aftercare. Delivered components were incorrect; drawing check and supplier communication required. Buyer briefly walked to ask a same-case question at 10:41 and returned at 10:42; this remains same-case active EXC work, not an interruption.""}"
2026-09-01,Baseline,2,OBS-02,REQ,Establish or clarify purchasing requirements,P,Specification,P,INCLUDE,VALID,1,1,Exact recorded interval,10:49,10:50,—,0,—,Desk request intake.,,1,Mapped / C,"Desk request intake is explicit. The immediately following clarification establishes whether the required quantity is 18 or 36, so specification-stage intake is probable; the one recorded minute is retained.","Desk request intake is explicit. The immediately following clarification establishes whether the required quantity is 18 or 36, so specification-stage intake is probable; the one recorded minute is retained.",,Arno,live_family,,,,1 / 1,2: OBS-02; 10:49 to 10:50,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-02 | REQ | 10:49 | 10:50 | — | 0 | — | Desk request intake. |,"{""Case"": ""OBS-02"", ""Activity"": ""REQ"", ""Start"": ""10:49"", ""End"": ""10:50"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Desk request intake.""}"
2026-09-01,Baseline,3,OBS-02,CLAR,Establish or clarify purchasing requirements,C,Specification,C,INCLUDE,VALID,6,6,Exact recorded interval,10:50,10:56,—,0,—,MI-requester: clarify whether requested quantity meant 18 total or 2 × 18.,,4,Mapped / C,"Clarifying whether the requester requires 18 total or two sets of 18 directly establishes the required quantity. This is requirement definition/clarification, not an evidenced comparison with an already prepared PO. Task 4 covers validation of supplied request information.","Clarifying whether the requester requires 18 total or two sets of 18 directly establishes the required quantity. This is requirement definition/clarification, not an evidenced comparison with an already prepared PO. Task 4 covers validation of supplied request information.",,Arno,live_family,,,,6 / 6,3: OBS-02; 10:50 to 10:56,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-02 | CLAR | 10:50 | 10:56 | — | 0 | — | MI-requester: clarify whether requested quantity meant 18 total or 2 × 18. |,"{""Case"": ""OBS-02"", ""Activity"": ""CLAR"", ""Start"": ""10:50"", ""End"": ""10:56"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""MI-requester: clarify whether requested quantity meant 18 total or 2 × 18.""}"
2026-09-01,Baseline,4,OBS-02,SEND,Establish or clarify purchasing requirements,P,Specification,P,INCLUDE,VALID,8,8,Exact recorded interval,10:56,11:04,—,0,—,Request visual clarification from requester/colleague.,,unassigned,U / C,Requesting visual clarification from the requester or colleague continues the same requirement-clarification case. Specification purpose is probable; clarification communication is not Task 23 supplier-PO forwarding.,Requesting visual clarification from the requester or colleague continues the same requirement-clarification case. Specification purpose is probable; clarification communication is not Task 23 supplier-PO forwarding.,,Arno,live_family,,,,8 / 8,4: OBS-02; 10:56 to 11:04,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-02 | SEND | 10:56 | 11:04 | — | 0 | — | Request visual clarification from requester/colleague. |,"{""Case"": ""OBS-02"", ""Activity"": ""SEND"", ""Start"": ""10:56"", ""End"": ""11:04"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Request visual clarification from requester/colleague.""}"
2026-09-01,Baseline,5,OBS-03,EXC,Resolve post-receipt or invoice discrepancies,P,Follow-up and evaluation,P,EXCLUDE_EXC,VALID,,3,Exact recorded interval,11:05,11:08,—,1,—,Wrong order received; interruption recorded before continuation.,,unassigned,U / C,The wrong order has explicitly been received. Corrective aftercare is outside a specific evidenced register task and provisionally falls in follow-up; preserve the recorded interruption without estimating its duration.,The wrong order has explicitly been received. Corrective aftercare is outside a specific evidenced register task and provisionally falls in follow-up; preserve the recorded interruption without estimating its duration.,,Arno,live_family,,,,3 / n/a,5: OBS-03; 11:05 to 11:08,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | EXC | 11:05 | 11:08 | — | 1 | — | Wrong order received; interruption recorded before continuation. |,"{""Case"": ""OBS-03"", ""Activity"": ""EXC"", ""Start"": ""11:05"", ""End"": ""11:08"", ""Volume"": ""—"", ""INT"": ""1"", ""DEC?"": ""—"", ""Result / short note"": ""Wrong order received; interruption recorded before continuation.""}"
2026-09-01,Baseline,6,OBS-03,EXC,Resolve post-receipt or invoice discrepancies,P,Follow-up and evaluation,P,EXCLUDE_EXC,VALID,,2,Exact recorded interval,11:09,11:11,—,0,—,Continuation of wrong-order aftercare.,,unassigned,U / C,Explicit continuation of the received-wrong-order aftercare. Keep this separate recorded episode and probable follow-up stage; do not merge elapsed time across the gap.,Explicit continuation of the received-wrong-order aftercare. Keep this separate recorded episode and probable follow-up stage; do not merge elapsed time across the gap.,,Arno,live_family,,,,2 / n/a,6: OBS-03; 11:09 to 11:11,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | EXC | 11:09 | 11:11 | — | 0 | — | Continuation of wrong-order aftercare. |,"{""Case"": ""OBS-03"", ""Activity"": ""EXC"", ""Start"": ""11:09"", ""End"": ""11:11"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Continuation of wrong-order aftercare.""}"
2026-09-01,Baseline,7,OBS-04,REQ,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,,Untimed,—,—,—,0,—,Request to cancel one component because of long lead time and source it elsewhere.,,unassigned,U / C,"The request concerns cancellation of an existing component and replacement sourcing due to long lead time, not intake of a new purchasing need under Task 1. This is excluded aftercare; the untimed request does not establish a unique purchasing stage.","The request concerns cancellation of an existing component and replacement sourcing due to long lead time, not intake of a new purchasing need under Task 1. This is excluded aftercare; the untimed request does not establish a unique purchasing stage.",,Arno,live_family,,,,n/a / n/a,7: OBS-04; untimed,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-04 | REQ | — | — | — | 0 | — | Request to cancel one component because of long lead time and source it elsewhere. |,"{""Case"": ""OBS-04"", ""Activity"": ""REQ"", ""Start"": ""—"", ""End"": ""—"", ""Volume"": ""—"", ""INT"": ""0"", ""DEC?"": ""—"", ""Result / short note"": ""Request to cancel one component because of long lead time and source it elsewhere.""}"
